area,rooms,bathrooms,parking_spaces,title,neighbourhood_city,street,sell_value
144 m²,3,5,4,"Linda casa pronta para morar, sendo 3 suítes, sala 2 ambientes, cozinha (conceito aberto) com Cooktop, área gourmet com Piscina, churrasqueira e banheiro, lavanderia e despensa, garagem para 4 carros (2 cobertas). Altíssimo padrão de acabamento com porcelanatos de primeira linha, metais modernos da Deca, toda parte de encanamento da Tigre, Aquecedor solar instalado, jardim, alto investimento em impermeabilização (para evitar infiltrações) e em materiais de primeira linha na residência toda. - PISCINA - SALA COM PÉ DIREITO ALTO - ESQUADRIAS DE ALUMÌNIO - ÁRMARIOS PLANEJADOS - LUMINÁRIAS (casa toda) - FOGÃO COOKTOP - ÁGUA AQUECIDA NOS BANHEIROS E COZINHA - BOX, ESPELHOS, DUCHAS HIGIÊNICAS, KIT DE ACESSÓRIOS e DUCHAS ELETRÔNICAS (banheiros) - PREPARAÇÃO PARA AR CONDICIONADO - REPLETA DE TOMADAS Estuda permuta, lotes em condominio , carro. Agende sua visita e surpreenda-se...","Bonfim Paulista, Ribeirão Preto",,R$ 999.000
56 m²,1,2,2,"Excelente Localização, Próximo ao Parque Raya, Studio Amplo com Lavabo, Sacada Gourmet Fechada com Blindex de Frente para o Parque Raya, 2 Vagas de Garagem, Ar Condicionado, Armários, Cooktop, Forno Elétrico, Box Blindex, Iluminação, Lazer Completo, Portaria24. ref. 7458 atualizado em 05/12.","Jardim Botânico, Ribeirão Preto",,R$ 650.000
227 m²,3,5,4,"Sobrado para venda no Jardim California com 03 suítes e piscina. Unidade conta com 226,84 m² de área útil, 03 suítes, lavabo, 01 banheiro externo, sala de estar, sala de jantar, cozinha, área de serviço, piscina, varanda gourmet, mezanino e 04 vagas de garagem. IMPORTANTE a metragem e valores anunciados de venda e de locação são meramente estimativos, e, portanto, estão sujeitos a confirmação e ou alteração pelos proprietários ou pessoas responsáveis. -","Jardim Califórnia, Ribeirão Preto",Rua Antônio Carlucci,R$ 650.000
37 m²,1,1,1,"Oportunidade de investimento próxima a UNIP, Hospital UNIMED e Ribeirão Shopping. Apartamento com alta aceitação em locação. Conheça as características desse exclusivo apartamento: - 37m² de área privativa - 1 suíte - Sala integrada com a cozinha americana - 1 vaga de garagem Conheça os diferenciais que o condomínio oferece: - Portaria 24 horas - Piscina - Churrasqueira - Salão de Festa Que tal agendar uma vista hoje mesmo para conhecer este exclusivo imóvel? Também temos apartamentos nos bairros Jardim Olhos D'Água, Bosque das Juritis, Jardim Santa Ângela, Jardim Irajá, Santa Cruz do José Jacques, Higienópolis, Vila Seixas, Centro dentre outros. Seja para vender, alugar ou comprar um novo imóvel procure a JFC Imobiliária, especialista em imóveis na zona sul de Ribeirão Preto. Temos o compromisso em encontrar o imóvel que você deseja. Condomínio e IPTU sujeitos à alterações. As informações contidas neste anúncio foram informadas pelo proprietário(a) do imóvel e possuem seus direitos reservados.","Nova Aliança, Ribeirão Preto",Rua Horácio Pessini,R$ 175.000
133 m²,2,1,2,"Casa com 02 dormitórios, sala de tv, cozinha, banheiro social, área de serviço, quintal, 02 vagas de garagem. *Localização divulgada aproximada ao imóvel, para conhecer pessoalmente agende sua visita. *Reservamo-nos o direito de corrigir qualquer informação, valor ou erro de digitação sem prévio aviso -","Vila Albertina, Ribeirão Preto",Rua Avanhandava,R$ 266.000
205 m²,4,3,2,"Casa com 4 quartos, sala, cozinha, banheiro com box, quintal, área de serviço, ventiladores de teto e muita segurança. A casa fica próxima da Avenida do Café, em local de fácil acesso para padarias, farmácias, supermercados, hospitais e Universidade de São Paulo. - Gostou? Vamos agendar uma visita! *Reservamo-nos o direito de corrigir qualquer informação, valor ou erro de digitação sem prévio aviso -","Vila Tibério, Ribeirão Preto",Rua Machado de Assis,R$ 300.000
110 m²,3,3,2,"Apartamento com 3 dormitórios no bairro Jardim Botânico - Ribeirão Preto - Venda - 110 m ² Características do Apartamento com 3 dormitórios no bairro Jardim Botânico - Ribeirão Preto - Venda - 110 m ² - 3 Dormitórios sendo 3 suítes - 3 Banheiro - 1 Sala com 2 ambientes - 1 Cozinha com armários embutidos - 1 área d e serviço - 2 vagas de garagem Para mais informações sobre o imóvel entre em contato com a Dinardi: Whatsapp: Faça já sua visita: Imobiliária Dinardi - Imóveis em Ribeirão Preto Rua Nélio Guimarães, 1526 Jardim São Luís - Ribeirão Preto, SP. Venha, entre e sinta-se em casa! www.imobiliariadinardi.com.br -","Jardim Botânico, Ribeirão Preto",,R$ 590.000
94 m²,2,1,2,"Belíssimo apartamento com 93,52 m², situado na zona sul, próximo Av. Profº João Fiúsa, 02 dormitórios com armários planejados, sendo 01 suíte com closet, banheiros com gabinete, espelho e box de vidro, lavabo, sala ampla, 02 ambientes, varanda gourmet com vista privilegiada, fechamento com blindex e tela de proteção, cozinha planejada, área de serviço com armários, 02 vagas de garagem cobertas. Prédio com 01 torre de 28 andares, elevadores, condomínio com salão de festas, brinquedoteca, play kids, sala de jogos, home cinema, espaço fitness, sala yoga e pilates, espaço pet, espaço gourmet, spa/sauna, piscina com deck molhado, piscina infantil, quadra poliesportiva, car wash, wifi nas áreas de lazer. Lembre-se, adquirindo com a consultoria de uma Imobiliária você terá todas certidões e garantias necessárias para realizar uma boa compra e sem qualquer custo. Ao enviar mensagem para este imóvel não esqueça de deixar o seu telefone, isso agiliza no seu atendimento. -","Jardim Botânico, Ribeirão Preto",,R$ 875.000
55 m²,2,1,1,"apartamento no condomínio FIT MIRANTE DO SOL 2 dormitórios Todo planejado com armários 55 metros Condomínio com área de lazer completa. Piscina Salão de festas Áreas de churrasco Academia Quadras esportivas Garagem coberta *Localização divulgada aproximada ao imóvel, para conhecer pessoalmente agende sua visita. *Reservamo-nos o direito de corrigir qualquer informação, valor ou erro de digitação sem prévio aviso -","Alto do Ipiranga, Ribeirão Preto",Rua Paraná,R$ 255.000
150 m²,3,3,4,"3 dormitórios, sendo 1 suíte; Banheiro social; Sala c/ 2 ambientes (pé direito duplo); Lavabo; Cozinha com balcão; Espaço Gourmet; Churrasqueira; Piscina; Área de serviço; Garagem para 4 carros; Área construída: 150,73m2 Terreno: 250m2 Agende sua visita: 1 6 9 9 7 7 7 2 1 3 9. ou 1 6 9 9 7 9 4 5 0 9 0 e venha fazer o melhor negócio. Quer comprar ou vender seu imóvel com segurança e transparência venha para a LAGO IMOBILIÁRIA a parceria certa com o sucesso. INDIQUE PARA. ref. 170900 atualizado em 05/12.","Bonfim Paulista, Ribeirão Preto",,R$ 950.000
66 m²,3,1,1,"Apartamento com 66,17 m²; próximo a Rua Niterói; 03 dormitórios com armário embutido, sendo 01 suíte; banheiros com gabinete e box blindex; sala 02 ambientes com ventilador de teto e sacada; cozinha modulada; área de serviço e garagem 01 vaga descoberta. Condomínio com 20 torres de 07 andares; 04 aptos por andar; 01 elevador por torre; 15 quiosques com churrasqueira; 05 piscinas; salão de festas; quadra poliesportiva; playground; gás encanado; portão eletrônico; interfone; câmeras de segurança; cerca elétrica e portaria 24 horas. ÓTIMO INVESTIMENTO! -","Parque Industrial Lagoinha, Ribeirão Preto",,R$ 200.000
200 m²,4,5,4,"Duplex, parte inferior com sala para 3 ambientes, lavabo, sala de tv, sacada, cozinha com armários embutidos, lavanderia, dependência de empregada; andar superior com 4 quartos, armários embutidos, sendo 2 suítes, 1 com closet e sacada, banheiro social, 4 vagas de. ref. 200414 atualizado em 05/12.","Centro, Ribeirão Preto",,R$ 590.000
97 m²,3,3,2,"Apartamento Padrão , Bairro Jardim Palma Travassos (Zona Leste), em Ribeirão Preto/SP; - 3 dormitórios sendo 1 suíte completa em armários com sacada; - Banheiro social ; - Sala para 2 ambientes; - Sacada; - Cozinha planejada; - Lavanderia planejada; - 2 vagas de garagem. A Piramid tem como objetivo atender seus clientes com agilidade e segurança, em locação, vendas de imóveis prontos, usados ou mesmo nos principais lançamentos da cidade de Ribeirão. ref. 212807 atualizado em 05/12.","Presidente Médici, Ribeirão Preto",,R$ 375.000
55 m²,1,1,1,"Apartamento padrão, Centro, (Zona Central), em Ribeirão Preto/SP: - 1 dormitório com armário; - Banheiro social; - Sala com sacada; - Cozinha com gabinete; - Lavanderia; - 1 Vaga de garagem. Vamos agendar uma visita neste imóvel hoje. ref. 19961 atualizado em 05/12.","Centro, Ribeirão Preto",,R$ 220.000
82 m²,2,1,2,"Ótima Localização, Apartamento 2 Dormitórios, Sendo Uma Suíte, Wc Social, Sala 2 Ambiente, Cozinha, Área De Serviços, Sacada, 2 Vagas De Garagem. *Imóvel Novo Recém Entregue* *Na Área Comum, Um Espaçoso Salão De Festas Com Área Gourmet e Churrasqueira Integrada, Além De Área. ref. 7273 atualizado em 05/12.","Jardim Paulista, Ribeirão Preto",,R$ 490.000
43 m²,2,1,1,"Apartamento em ótima localização, 2 dormitórios com armários e ventiladores de teto sendo 1 com ar condicionado, sala com ventilador de teto, banheiro social com box blindex , cozinha com armários, área de serviços e 1 vaga de garagem. Mais informações ou agendar visita - (1 6) 9 9 7 3 3 - 0 3 5 0 / ( 1 6 ) 9 9 6 2 8 - 8 3 3 0 / ( 1 6 ) 9 9 7 9 4 - 5 0 9. ref. 168479 atualizado em 05/12.","Vila Virgínia, Ribeirão Preto",,R$ 150.000
43 m²,2,1,1,"Apartamento em ótima localização, 2 dormitórios, sala 2 ambientes, banheiro social com box blindex, cozinha, área de serviços e 1 vaga de garagem. Mais informações ou agendar visita - (1 6) 9 8 8 6 1 - 6 1 1 0 / (1 6) 9 9 7 3 3 - 0 3 5 0 / ( 1 6 ) 9 9 6 2 8 - 8 3 3 0 / ( 1 6 ) 9 9 7 9 4 - 5 0 9. ref. 152942 atualizado em 05/12.","Bonfim Paulista, Ribeirão Preto",,R$ 170.000
57 m²,2,1,1,"Apartamento, ótima localização próximo a Av. Galvão Cezar, 2 dormitórios com armários, banheiro social com box, sala com sacada, cozinha com gabinete, área de serviço, iluminação e 1 vaga de garagem coberta. Condomínio com área de lazer e piscina Portaria. ref. 129980 atualizado em 05/12.","Planalto Verde, Ribeirão Preto",,R$ 270.000
55 m²,2,1,1,"Apartamento em ótima localização, 2 dormitórios com ventiladores de teto sendo 1 com armários, sala com ventilador de teto, banheiro social com gabinete, cozinha com gabinete, área de serviços e 1 vaga de garagem. Mais informações ou agendar visita (1 6) 9 8 8 6 1 6 1 1. ref. 190409 atualizado em 05/12.","Vila Virgínia, Ribeirão Preto",,R$ 159.000
43 m²,2,1,1,"Apartamento em ótima localização, 2 dormitórios com armários, sala, banheiro social com gabinete e box blindex, sala, cozinha planejada, área de serviços e 1 vaga de garagem. Mais informações ou agendar visita -(1 6) 9 9 7 3 3 - 0 3 5 0 / (1 6) 9 8 8 6 1 - 6 1 1 0 / ( 1 6 ) 9 9 7 0 4 - 5 0 9. ref. 141593 atualizado em 05/12.","Vila Virgínia, Ribeirão Preto",,R$ 140.000
45 m²,2,1,1,"Apartamento localizado na Vila Virgínia , Elevador, Academia, Piscina, Salão De Festa , Portaria 24 Horas, 2 Dormitórios Com Guarda Roupa Embutido, Sala , Cozinha com Armários Lavanderia, Banheiro com Box, Porcelanato, 1 Vaga de Garagem. Agende Sua Visita 1 6 9 9 7 6 4 4 6 8 9 ////// 1 6 9 9 6 2 8 8 3 3. ref. 165755 atualizado em 05/12.","Jardim Maria Goretti, Ribeirão Preto",,R$ 195.000
148 m²,3,3,2,A casa de condomínio no bairro Reserva San Pedro com 148 metros quadrados com 3 quartos sendo 3 suites e 3 banheirosEncontra-se na privacidade de um condomínio fechado.,"Reserva San Pedro, Ribeirão Preto",Rua Fernando Roberto Rodrigues,R$ 890.000
250 m²,,,,"Otimo terreno para construção em ribeirão preto, area de lazer, playground, quadra de esporte Agende sua visita 016-9 9 7 6 4 4 6 8 9 ////// 1 6 9 9 6 2 8 8 3 3. ref. 175424 atualizado em 05/12.","Recreio Anhangüera, Ribeirão Preto",,R$ 250.000
160 m²,,,,"*Localização divulgada aproximada ao imóvel, para conhecer pessoalmente agende sua visita . *Reservamo-nos o direito de corrigir qualquer informação, valor ou erro de digitação sem prévio aviso -","Parque das Oliveiras, Ribeirão Preto",Rua Ana Maria de Jesus,R$ 130.000
275 m²,,,,"Excelente Localização.Cercado Por Área Verde, o Terras de Santa Martha é a Opção Certa Para Quem Gosta De Curtir Momentos ao Ar Livre, O empreendimento Conta Com Área de Lazer Com Praça Temática, Estação De Ginástica ao Ar Livre, Ciclovia e Playground ** Agende sua Visita. ref. 8668 atualizado em 05/12.","Bonfim Paulista, Ribeirão Preto",,R$ 185.000
80 m²,2,1,3,"Edícula À Venda No Jardim Piratininga Com Churrasqueira. Unidade conta com: 250,00 de terreno e 80,00 de área útil 02 dormitórios Banheiro social Área de churrasco Lavanderia Despensa 03 vagas de garagem IMPORTANTE a metragem e valores anunciados de venda e de locação são meramente estimativos, e, portanto, estão sujeitos a confirmação e/ou alteração pelos proprietários ou pessoas responsáveis. -","Jardim Piratininga, Ribeirão Preto",Rua Afonso Arinos,R$ 318.000
302 m²,,,,"Excelente terreno plano, localizado na zona sul, com uma vista privilegiada, estabelecido atras do Vila do Golf e ao lado da Mata Santa Teresa. O terreno é de ilha, esquina e plano metragem 302m2! Vivenda da Mata é bem semelhante ao complexo do Alphaville contando com portaria 24 horas e um clube totalmente privativo, de fácil acesso à rodovias e demais avenidas principais da cidade. Aceita financiamento. Para saber mais acesse: https://www.circulusni.com.br Agende uma visita agora mesmo. Telefone: 16 3514.1818 Plantão no WhatsApp: 16 99961.5333 Instagram: @circulusimobiliaria Circulus Negócios Imobiliários Av. Wladimir Meirelles Ferreira, 1660 - Ed. W. Offices - Sala 1103 / 1104 - Jardim Botânico, Ribeirão Preto - SP, 14021-630 -","Portal da Mata, Ribeirão Preto",Rua Luiz José Baldo,R$ 270.000
82 m²,2,2,2,"Apartamento em ótima localização, 02 suítes, sala ampla com lavabo, cozinha, varanda gourmet, área de serviços e 02 vagas de garagem. * PREVISÃO DE ENTREGA EM AGOSTO/2023* * Valores e disponibilidade de unidades de acordo com tabela mensal da construtora Mais informações ou agendar visita - (1 6) 9 9 7 3 3 - 0 3 5 0 / ( 1 6 ) 9 9 6 2 8 - 8 3 3 0 / ( 1 6 ) 9 9 7 9 4 - 5 0 9. ref. 170447 atualizado em 05/12.","Jardim Olhos D'Água II, Ribeirão Preto",,R$ 711.765
65 m²,2,2,2,"Lindo apartamento edifício Sunset club, Mobiliado, face sombra. 2 vagas privilegiadas na garagem. Venda porteira fechada! Condomínio fechado, Elevador, Segurança 24h, Portaria, Permitido animais, Academia, Piscina, Salão de festas. *Reservamo-nos o direito de corrigir qualquer informação, valor ou erro de digitação sem prévio aviso -","Jardim Botânico, Ribeirão Preto",Rua Severiano Amaro dos Santos,R$ 660.000
250 m²,,,,"Imóvel anunciado por CPF Imóveis - CRECI 41963-J, atráves da plataforma Leads4Sales. Últimas unidades no condomínio. Localizado no exclusivo bairro Jardim San Marcus, na cidade de Ribeirão Preto, Ilha Modena é uma oportunidade única para quem busca construir a casa dos sonhos. Com uma área total de 250,00 m² e uma frente de 10,00 metros, o terreno está situado no ponto mais alto do condomínio. Além disso, o terreno é plano e já possui casas construídas nos lados direito, esquerdo e nos fundos, garantindo a tranquilidade e a segurança que você e sua família merecem. Com fácil acesso pela estrada de Araquarara, continuação da Av. Prof. João Fiuzza, e pela estrada de Bonfim, o condomínio está próximo a uma variedade de comodidades, como bares, restaurantes, escolas, farmácias, shopping centers e supermercados. O valor do imóvel é de R$ 320.000,00, com IPTU no valor de R$ 160,00 e taxa de condomínio de R$ 400,00 mensais. Não perca essa oportunidade de adquirir um terreno em um dos melhores condomínios da região sul de Ribeirão Preto. Entre em contato conosco e agende uma visita para conhecer pessoalmente esse incrível terreno. Estamos à disposição para esclarecer todas as suas dúvidas e auxiliá-lo em todo o processo de compra. Seja bem-vindo ao seu novo lar! - Proximidades: Bares e Restaurantes, Escola, Farmácia, Shopping Center, Supermercado, Mensais","Jardim San Marco II, Ribeirão Preto",Rua Sebastiana Paula Costa,R$ 330.000
63 m²,2,2,1,"Apartamento com 2 dormitórios no bairro Jardim Botânico - Ribeirão Preto - Venda - 63 m². Características do Apartamento com 2 dormitórios no bairro Jardim Botânico - Ribeirão Preto - Venda - 63 m². - 2 dormitórios, sendo 1 suíte - 2 banheiros - 1 sala ampla com dois ambientes - 1 cozinha - 1 lavanderia - 1 vaga de garagem Bairro tranquilo e seguro com fácil acesso á Av. Carlos Eduardo de Gasperi Consoni, próximo a Cenourão e Villa Sucreê. Para mais informações sobre o imóvel entre em contato com a Dinardi: Whatsapp: Faça já sua visita: Imobiliária Dinardi - Imóveis em Ribeirão Preto Rua Nélio Guimarães, 1526 Jardim São Luís - Ribeirão Preto, SP. Venha, entre e sinta-se em casa! www.imobiliariadinardi.com.br -","Jardim Botânico, Ribeirão Preto",,R$ 320.000
295 m²,,,,"Terreno 10 x 29,50 em excelente localização próximo á Avenida Marechal Costa e Silva * AGENDE UMA VISITA ( 1 6 ) 9 9 7 9 2 - 0 9 9 3 / ( 1 6 )9 9 7 9 4-5 0 9 0. ref. 134642 atualizado em 05/12.","Vila Elisa, Ribeirão Preto",,R$ 170.000
69 m²,2,1,2,"apartamento com sacada , frente para rua , com sanca de gesso na sala , móveis planejados, 2 vagas de garagem, 2 ap de ar condicionado *Reservamo-nos o direito de corrigir qualquer informação, valor ou erro de digitação sem prévio aviso. -","Residencial e Comercial Palmares, Ribeirão Preto",Rua Brasilina Alves Ferreira,R$ 232.000
